date,symbol,open,high,low,close,volume,return_1d,period_end,report_date,fiscal_quarter,report_type,filing_lag_days,revenue,revenue_yoy,net_income,net_margin,operating_cashflow,debt_to_equity,gross_margin,roe,eps_estimate,eps_actual,eps_surprise,eps_surprise_pct,is_report_day,days_since_report,has_fundamentals
2019-04-23,ALFA,167.55,168.94,164.62,167.72,1827278,0.01511,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,1,1
2019-04-24,ALFA,167.53,169.1,165.04,167.32,1039123,-0.002375,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,2,1
2019-04-25,ALFA,169.04,171.13,167.76,169.53,1821437,0.013237,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,3,1
2019-04-26,ALFA,168.2,168.43,167.96,168.1,1596865,-0.008434,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,4,1
2019-04-29,ALFA,165.34,166.81,164.92,165.2,234700,-0.0173,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,7,1
2019-04-30,ALFA,165.19,167.5,163.97,165.35,907457,0.000928,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,8,1
2019-05-01,ALFA,162.56,164.38,160.43,161.97,209389,-0.020467,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,9,1
2019-05-02,ALFA,161.78,162.1,160.92,161.53,350713,-0.002699,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,10,1
2019-05-03,ALFA,163.61,166.15,162.93,163.93,1287907,0.014894,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,11,1
2019-05-06,ALFA,160.73,161.77,159.37,160.17,809060,-0.022975,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,14,1
2019-05-07,ALFA,157.36,157.83,154.88,157.71,404963,-0.015365,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,15,1
2019-05-08,ALFA,155.27,156.29,152.86,155.74,1139967,-0.01248,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,16,1
2019-05-09,ALFA,156.03,157.62,154.67,155.91,1239384,0.001103,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,17,1
2019-05-10,ALFA,155.15,156.25,154.55,155.24,2482220,-0.004323,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,18,1
2019-05-13,ALFA,157.48,160.05,157.06,157.83,1721561,0.016715,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,21,1
2019-05-14,ALFA,159.5,160.32,159.0,159.35,1103869,0.009597,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,22,1
2019-05-15,ALFA,159.9,162.68,158.6,160.18,1288583,0.005242,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,23,1
2019-05-16,ALFA,160.66,161.64,160.22,160.45,405149,0.001651,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,24,1
2019-05-17,ALFA,161.28,163.31,159.99,161.12,1089299,0.004215,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,25,1
2019-05-20,ALFA,159.95,162.52,156.62,159.69,1536564,-0.008867,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,28,1
2019-05-21,ALFA,161.22,162.63,159.55,161.33,248252,0.010278,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,29,1
2019-05-22,ALFA,159.04,159.63,156.41,159.41,2315172,-0.011958,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,30,1
2019-05-23,ALFA,161.1,162.86,160.55,161.04,1384686,0.010234,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,31,1
2019-05-24,ALFA,163.78,167.04,162.42,163.36,2009400,0.014419,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,32,1
2019-05-27,ALFA,164.14,167.32,160.68,163.78,833874,0.002595,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,35,1
2019-05-28,ALFA,163.33,164.25,162.03,163.46,2123302,-0.001961,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,36,1
2019-05-29,ALFA,163.94,167.05,161.78,164.54,1043753,0.006604,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,37,1
2019-05-30,ALFA,158.42,159.7,155.33,158.55,2334933,-0.036415,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,38,1
2019-05-31,ALFA,158.97,159.54,157.06,158.84,1400947,0.001856,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,39,1
2019-06-03,ALFA,158.33,160.71,157.3,158.57,1664050,-0.001732,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,42,1
2019-06-04,ALFA,158.57,160.2,156.77,158.5,668726,-0.000444,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,43,1
2019-06-05,ALFA,160.09,161.86,159.72,159.97,2488322,0.009291,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,44,1
2019-06-06,ALFA,160.23,162.9,159.49,159.92,643070,-0.000293,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,45,1
2019-06-07,ALFA,157.26,158.81,157.16,157.7,276547,-0.013901,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,46,1
2019-06-10,ALFA,158.42,160.56,154.81,157.61,1211612,-0.000569,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,49,1
2019-06-11,ALFA,157.67,159.13,155.52,157.92,2120131,0.00195,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,50,1
2019-06-12,ALFA,158.33,158.55,157.19,158.19,2318709,0.001706,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,51,1
2019-06-13,ALFA,158.8,160.05,157.9,158.67,2171124,0.003017,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,52,1
2019-06-14,ALFA,160.17,163.77,157.95,160.71,1472039,0.012884,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,53,1
2019-06-17,ALFA,158.78,160.35,155.63,158.55,2308410,-0.013421,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,56,1
2019-06-18,ALFA,159.23,159.65,158.01,159.02,1331667,0.002928,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,57,1
2019-06-19,ALFA,161.56,163.81,160.43,161.52,1299789,0.015735,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,58,1
2019-06-20,ALFA,158.05,161.23,155.34,158.18,615727,-0.020664,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,59,1
2019-06-21,ALFA,158.91,161.8,155.92,158.77,2011838,0.00372,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,60,1
2019-06-24,ALFA,157.8,159.64,154.42,157.3,927017,-0.009227,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,63,1
2019-06-25,ALFA,156.69,157.91,155.44,156.41,648684,-0.00566,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,64,1
2019-06-26,ALFA,154.17,156.39,153.73,154.56,1049957,-0.011847,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,65,1
2019-06-27,ALFA,154.19,156.75,152.79,154.22,1587199,-0.002233,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,66,1
2019-06-28,ALFA,157.47,160.33,156.48,157.61,821008,0.022001,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,67,1
2019-07-01,ALFA,155.09,157.65,152.26,155.01,1024883,-0.01647,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,70,1
2019-07-02,ALFA,152.92,154.35,152.53,152.71,959261,-0.014831,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,71,1
2019-07-03,ALFA,149.72,150.65,147.8,150.22,1571199,-0.0163,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,72,1
2019-07-04,ALFA,153.77,155.56,150.92,153.72,1842369,0.023238,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,73,1
2019-07-05,ALFA,153.29,153.83,150.16,153.15,1753789,-0.003668,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,74,1
2019-07-08,ALFA,152.73,153.33,150.72,153.07,524671,-0.000553,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,77,1
2019-07-09,ALFA,152.52,154.08,149.4,152.3,998257,-0.005032,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,78,1
2019-07-10,ALFA,150.6,152.6,150.13,150.43,1691538,-0.012286,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,79,1
2019-07-11,ALFA,149.75,152.32,148.62,149.75,697348,-0.004504,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,80,1
2019-07-12,ALFA,154.17,156.6,154.07,154.17,359784,0.029537,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,81,1
2019-07-15,ALFA,156.54,159.32,153.47,156.62,939882,0.015897,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,84,1
2019-07-16,ALFA,154.38,157.41,151.59,155.03,1761060,-0.010167,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,85,1
2019-07-17,ALFA,155.91,158.24,155.75,156.02,1727101,0.006385,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,86,1
2019-07-18,ALFA,155.11,155.22,154.24,154.37,498501,-0.01056,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,87,1
2019-07-19,ALFA,151.03,153.05,149.87,151.13,1756810,-0.021024,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,88,1
2019-07-22,ALFA,153.04,153.49,152.19,153.05,647186,0.012736,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,91,1
2019-07-23,ALFA,155.25,155.52,152.61,155.27,1905028,0.014472,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,92,1
2019-07-24,ALFA,156.96,157.6,156.39,157.04,1503008,0.011435,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,93,1
2019-07-25,ALFA,156.32,158.91,153.82,156.31,491034,-0.004668,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,94,1
2019-07-26,ALFA,155.92,158.26,154.14,155.9,1005418,-0.00262,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,95,1
2019-07-29,ALFA,157.23,160.41,155.99,157.42,2082589,0.009755,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,98,1
2019-07-30,ALFA,158.35,161.46,157.65,158.18,1195215,0.004838,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,99,1
2019-07-31,ALFA,157.55,160.37,154.11,157.25,1782739,-0.005895,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,100,1
2019-08-01,ALFA,153.24,154.65,151.32,154.17,1921015,-0.019582,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,101,1
2019-08-02,ALFA,154.68,157.41,153.06,154.46,270161,0.001867,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,102,1
2019-08-05,ALFA,156.54,159.21,155.33,156.57,2342393,0.013687,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,105,1
2019-08-06,ALFA,154.79,157.49,151.52,154.32,971875,-0.014356,2019-03-29,2019-04-22,1.0,quarterly,24.0,20290.47,,154.14,0.008,176.87,1.257,0.071,0.019,0.612,0.651,0.039,0.064,0,106,1
